questionCode,questionDescription,questionDetail,answer1Code,answer1Detail,answer2Code,answer2Detail,answer3Code,answer3Detail,answer4Code,answer4Detail,correctAnswerCode,,countDown
61acc08c-a9bb-4732-8ea1-7d23b0e10020,21. What?s your hobby?,21. What?s your hobby?,5c68383e-ba56-4b55-88bd-8239fbae1020,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491020,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031020,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031020,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491020,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10021,22. What are your talents?,22. What are your talents?,5c68383e-ba56-4b55-88bd-8239fbae1021,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491021,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031021,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031021,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491021,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10022,"23. If you were to wish for superpowers, what would they be?","23. If you were to wish for superpowers, what would they be?",5c68383e-ba56-4b55-88bd-8239fbae1022,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491022,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031022,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031022,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491022,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10023,24. What would your superhero name be?,24. What would your superhero name be?,5c68383e-ba56-4b55-88bd-8239fbae1023,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491023,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031023,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031023,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491023,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10024,"25. What team would you join after becoming an superhero? (Avengers, Justice League etc)","25. What team would you join after becoming an superhero? (Avengers, Justice League etc)",5c68383e-ba56-4b55-88bd-8239fbae1024,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491024,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031024,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031024,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491024,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10025,26. Would you reveal your identity to the world?,26. Would you reveal your identity to the world?,5c68383e-ba56-4b55-88bd-8239fbae1025,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491025,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031025,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031025,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491025,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10026,"27. If you had superpowers, would you misuse them for your own purposes?","27. If you had superpowers, would you misuse them for your own purposes?",5c68383e-ba56-4b55-88bd-8239fbae1026,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491026,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031026,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031026,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491026,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10027,28. How would your superhero costume look like?,28. How would your superhero costume look like?,5c68383e-ba56-4b55-88bd-8239fbae1027,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491027,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031027,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031027,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491027,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10028,29. Where would your secret superhero hideout be?,29. Where would your secret superhero hideout be?,5c68383e-ba56-4b55-88bd-8239fbae1028,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491028,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031028,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031028,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491028,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10029,30. How would your hideout look like?,30. How would your hideout look like?,5c68383e-ba56-4b55-88bd-8239fbae1029,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491029,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031029,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031029,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491029,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10030,"31. If you were to choose any superhero to become your sidekick, who would it be?","31. If you were to choose any superhero to become your sidekick, who would it be?",5c68383e-ba56-4b55-88bd-8239fbae1030,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491030,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031030,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031030,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491030,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10031,"32. If you were to choose any superhero as your enemy, who would it be?","32. If you were to choose any superhero as your enemy, who would it be?",5c68383e-ba56-4b55-88bd-8239fbae1031,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491031,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031031,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031031,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491031,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10032,"33. If you were to assemble a new superhero team, which superheroes would you include in them?","33. If you were to assemble a new superhero team, which superheroes would you include in them?",5c68383e-ba56-4b55-88bd-8239fbae1032,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491032,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031032,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031032,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491032,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10033,34. What would your superhero car look like?,34. What would your superhero car look like?,5c68383e-ba56-4b55-88bd-8239fbae1033,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491033,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031033,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031033,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491033,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10034,35. Would you rather live a normal life or a weird life?,35. Would you rather live a normal life or a weird life?,5c68383e-ba56-4b55-88bd-8239fbae1034,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491034,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031034,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031034,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491034,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10035,36. Would you sacrifice yourself to save other people?,36. Would you sacrifice yourself to save other people?,5c68383e-ba56-4b55-88bd-8239fbae1035,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491035,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031035,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031035,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491035,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10036,"37. If you were to found out your loved one is a evil mastermind, would you stop them or join their side?","37. If you were to found out your loved one is a evil mastermind, would you stop them or join their side?",5c68383e-ba56-4b55-88bd-8239fbae1036,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491036,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031036,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031036,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491036,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10037,38. Are you a psychic in any way?,38. Are you a psychic in any way?,5c68383e-ba56-4b55-88bd-8239fbae1037,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491037,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031037,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031037,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491037,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10038,39. Most embarrassing thing to happen to you?,39. Most embarrassing thing to happen to you?,5c68383e-ba56-4b55-88bd-8239fbae1038,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491038,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031038,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031038,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491038,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10039,40. Funniest thing to happen to you?,40. Funniest thing to happen to you?,5c68383e-ba56-4b55-88bd-8239fbae1039,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491039,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031039,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031039,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491039,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10040,41. Scariest thing to happen to you?,41. Scariest thing to happen to you?,5c68383e-ba56-4b55-88bd-8239fbae1040,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491040,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031040,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031040,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491040,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10041,42. Best thing to happen to you?,42. Best thing to happen to you?,5c68383e-ba56-4b55-88bd-8239fbae1041,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491041,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031041,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031041,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491041,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10042,43. What your shoe size is?,43. What your shoe size is?,5c68383e-ba56-4b55-88bd-8239fbae1042,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491042,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031042,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031042,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491042,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10043,44. What is your favourite outfit?,44. What is your favourite outfit?,5c68383e-ba56-4b55-88bd-8239fbae1043,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491043,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031043,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031043,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491043,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10044,45. Do you prefer to wear eastern or western?,45. Do you prefer to wear eastern or western?,5c68383e-ba56-4b55-88bd-8239fbae1044,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491044,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031044,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031044,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491044,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10045,46. What are your favourite type of shoes?,46. What are your favourite type of shoes?,5c68383e-ba56-4b55-88bd-8239fbae1045,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491045,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031045,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031045,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491045,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10046,47. Are you a good actor?,47. Are you a good actor?,5c68383e-ba56-4b55-88bd-8239fbae1046,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491046,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031046,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031046,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491046,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10047,48. Are you a good liar?,48. Are you a good liar?,5c68383e-ba56-4b55-88bd-8239fbae1047,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491047,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031047,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031047,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491047,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10048,49. Do you prefer to live alone or with someone?,49. Do you prefer to live alone or with someone?,5c68383e-ba56-4b55-88bd-8239fbae1048,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491048,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031048,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031048,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491048,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10049,50. Your favourite job and why?,50. Your favourite job and why?,5c68383e-ba56-4b55-88bd-8239fbae1049,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491049,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031049,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031049,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491049,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10050,51. What?s the scariest thing you?ve done?,51. What?s the scariest thing you?ve done?,5c68383e-ba56-4b55-88bd-8239fbae1050,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491050,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031050,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031050,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491050,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10051,52. Do you have any family secrets?,52. Do you have any family secrets?,5c68383e-ba56-4b55-88bd-8239fbae1051,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491051,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031051,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031051,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491051,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10052,53. Famous ancestors?,53. Famous ancestors?,5c68383e-ba56-4b55-88bd-8239fbae1052,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491052,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031052,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031052,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491052,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10053,54. What?s your hairstyle?,54. What?s your hairstyle?,5c68383e-ba56-4b55-88bd-8239fbae1053,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491053,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031053,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031053,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491053,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10054,55. What hairstyle do you like on the opposite gender?,55. What hairstyle do you like on the opposite gender?,5c68383e-ba56-4b55-88bd-8239fbae1054,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491054,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031054,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031054,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491054,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10055,56. How do you look without makeup?,56. How do you look without makeup?,5c68383e-ba56-4b55-88bd-8239fbae1055,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491055,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031055,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031055,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491055,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10056,57. What accessory on the opposite gender is a big turnoff?,57. What accessory on the opposite gender is a big turnoff?,5c68383e-ba56-4b55-88bd-8239fbae1056,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491056,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031056,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031056,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491056,,50
61acc08c-a9bb-4732-8ea1-7d23b0e10057,58. Do you know how to swim?,58. Do you know how to swim?,5c68383e-ba56-4b55-88bd-8239fbae1057,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491057,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031057,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031057,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491057,,30
61acc08c-a9bb-4732-8ea1-7d23b0e10058,59. Name of the highest building in your area?,59. Name of the highest building in your area?,5c68383e-ba56-4b55-88bd-8239fbae1058,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491058,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031058,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031058,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491058,,30
61acc08c-a9bb-4732-8ea1-7d23b0e10059,60. Are you afraid of heights?,60. Are you afraid of heights?,5c68383e-ba56-4b55-88bd-8239fbae1059,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491059,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031059,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031059,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491059,,30
61acc08c-a9bb-4732-8ea1-7d23b0e10060,61. Have you ever gone parachuting or para-diving?,61. Have you ever gone parachuting or para-diving?,5c68383e-ba56-4b55-88bd-8239fbae1060,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491060,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031060,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031060,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491060,,30
61acc08c-a9bb-4732-8ea1-7d23b0e10061,"62. If you were given chance to paradive or go parachuting, would you?","62. If you were given chance to paradive or go parachuting, would you?",5c68383e-ba56-4b55-88bd-8239fbae1061,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491061,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031061,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031061,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491061,,30
61acc08c-a9bb-4732-8ea1-7d23b0e10062,63. Are you scared of the water?,63. Are you scared of the water?,5c68383e-ba56-4b55-88bd-8239fbae1062,Answer 1 detail,515d3e49-e776-4714-9a7b-5b1624491062,Answer 2 detail,9682561c-3e44-421b-b2ce-6ba692031062,Answer 3 detail,9682561b-3e44-421b-b2ce-6ba692031062,Answer 4 detail,515d3e49-e776-4714-9a7b-5b1624491062,,30
